mwe_template	semantic_tags
føle_VERB for_ADP	A6.1
føle_VERB instinktivt_ADV	X2.1
føle_VERB kulde_NOUN	X4.1
føle_ADJ længsel_NOUN efter_ADP	X7
føle_VERB med_ADP	A6.1
føle_VERB nogen_PRON på_ADP tænderne_NOUN	P1
føle_VERB noget_PRON for_ADP	X2.1
føle_VERB på_ADP	X4.1
føle_VERB på_ADP egen_ADJ krop_NOUN	X4.1
føle_VERB på_ADP tænderne_NOUN	P1
føle_VERB sig_PRON for_ADP	A9
føle_VERB sig_PRON forbigået_VERB	X5.1
føle_VERB sig_PRON forurettet_ADJ	A2.2
føle_VERB sig_PRON frem_ADV	X5.1
føle_VERB sig_PRON hjemme_ADV	X2.1
føle_VERB sig_PRON kaldet_VERB	X7
føle_VERB sig_PRON krænket_VERB	A2.2
føle_VERB sig_PRON overbevist_VERB	M1
føle_VERB sig_PRON overset_VERB	X5.1
føle_VERB sig_PRON sløj_VERB	B3
føle_VERB sig_PRON som_ADP en_DET klud_NOUN	L1
føle_VERB sig_PRON stødt_VERB	A2.2
føle_VERB sig_PRON tilsidesat_ADV	X5.1
føle_VERB sig_PRON usikker_ADJ	A7
føle_ADJ smerte_NOUN	X4.1
føle_VERB stærk_ADJ trang_NOUN til_ADP	X7
føle_VERB sult_NOUN	L1
føle_VERB tilskyndelse_NOUN til_ADP at_PART	X7
føle_ADJ trang_NOUN til_ADP	X7
føle_VERB varme_NOUN	X4.1
følelse_NOUN i_ADP kroppen_NOUN	X4.1
følge_VERB den_DET slagne_ADJ vej_NOUN	A6.1
følge_X godt_ADV med_ADP	X2.1
følge_NOUN i_ADP nogens_NOUN fodspor_NOUN	A6.1
følge_NOUN i_ADP nogens_NOUN spor_NOUN	Z5
følge_NOUN i_ADP nogets_NOUN spor_NOUN	A13
følge_NOUN med_ADP	A6.1
følge_NOUN med_ADV i_ADP historien_NOUN	X4.1
følge_NOUN med_ADV i_ADP hvad_PRON der_ADV foregår_VERB	X2.1
følge_NOUN med_ADV i_ADP hvad_PRON der_ADV sker_VERB	X2.1
følge_NOUN med_ADV i_ADP samtalen_NOUN	X4.1
følge_NOUN med_ADV i_ADP skolen_NOUN	X4.1
følge_NOUN med_ADV i_ADP timerne_NOUN	X4.1
følge_NOUN med_ADV i_ADP undervisningen_NOUN	X4.1
følge_NOUN med_ADP strømmen_NOUN	A6.1
følge_VERB nogens_NOUN eksempel_NOUN	A6.1
følge_X nogens_NOUN mindste_ADJ vink_NOUN	S8
følge_X op_ADV	A1.1.1
følge_X opmærksomt_ADV	X2.1
følge_X sine_DET instinkter_NOUN	M1
følge_VERB sporet_NOUN	M3
følge_VERB stien_NOUN	M3
følge_NOUN til_ADP dørs_PROPN	A1.1.1
følge_VERB undervisningen_NOUN	P1
følsomme_ADJ fingre_NOUN	X4.1
følsomme_ADJ slimhinder_NOUN	X4.1
føre_VERB ajour_NOUN	Q1.2
føre_VERB bevis_NOUN	G2.1
føre_VERB bevis_NOUN for_ADP	G2.2
føre_VERB bevis_NOUN mod_ADP	G2.2
føre_VERB bil_NOUN	A1.1.1
føre_VERB dagbog_NOUN	Q1.2
føre_VERB det_DET store_ADJ ord_NOUN	A3
føre_VERB en_DET sag_NOUN	G2.1
føre_VERB en_DET samtale_NOUN	Q2.1
føre_VERB et_DET vidne_NOUN	G2.1
føre_VERB for_ADP vidt_ADV	Z5
føre_VERB forhandlinger_NOUN	Q2.1
føre_VERB ind_ADV (_PUNCT i_ADP )_PUNCT	M2
føre_VERB kniven_NOUN	I3.1
føre_VERB krig_NOUN	S1.2.1
føre_VERB lange_ADJ samtaler_NOUN	Q2.1
føre_VERB motorkøretøj_NOUN	A1.1.1
føre_VERB op_ADV	P1
føre_VERB pennen_NOUN	Q1.2
føre_VERB på_ADP vildspor_NOUN	X7
føre_VERB sag_NOUN	Q2.2
føre_VERB sig_PRON	S5
føre_VERB sig_PRON frem_ADV	A1.1.1
føre_VERB sine_DET drømme_NOUN ud_ADV i_ADP livet_NOUN	X7
føre_VERB suverænt_ADV	K1
føre_VERB til_ADP protokols_NOUN	Q1.2
føre_VERB til_ADP torvs_NOUN	Q2.1
føre_VERB tilsyn_NOUN med_ADP	X2.4
føre_VERB ud_ADV i_ADP livet_NOUN	X7
føre_VERB videre_ADV	Z5
føre_VERB vild_ADJ	X7
første_ADJ skridt_NOUN	A1.1.1
første_ADJ stop_NOUN	T1.3
førstehånds_PROPN kendskab_NOUN	X2.2
få_VERB (_PUNCT stor_ADJ )_PUNCT udbredelse_NOUN	N3.2
få_VERB 12_NUM i_ADP et_DET fag_NOUN	P1
få_VERB 3_NUM års_NOUN fængsel_NOUN	A3
få_VERB 7_NUM i_ADP et_DET fag_NOUN	P1
få_VERB adkomst_NOUN til_ADP	A9
få_VERB afløb_NOUN	Q1.1
få_VERB afløb_NOUN for_ADP sin_DET vrede_ADJ	Q1.1
få_VERB afprøvet_NOUN	A12
få_VERB afslag_NOUN på_ADP sin_DET ansøgning_NOUN	K2
få_VERB alarmklokkerne_NOUN til_ADP at_PART ringe_VERB	X2.2
få_VERB alle_ADJ detaljer_NOUN med_ADP	A9
få_VERB associationer_NOUN	X2.1
få_VERB at_PART vide_VERB	O4.2
få_VERB bank_NOUN	Z5
få_VERB besked_NOUN om_ADP	Q2.1
få_VERB beskæftigelse_NOUN	I3.1
få_VERB besøg_NOUN	A9
få_VERB besøg_NOUN af_ADP familien_NOUN	A9
få_ADJ betænkeligheder_NOUN	A6.1
få_VERB bid_NOUN	X9.2
få_VERB blod_NOUN på_ADP tanden_NOUN	X7
få_VERB bryst_NOUN	B1
få_VERB bugt_NOUN med_ADP	X6
få_VERB bund_NOUN i_ADP	I3.1
få_VERB bøllebank_NOUN	T2
få_ADJ børn_NOUN	A9
få_VERB chancen_NOUN	X9.1
få_VERB den_DET fulde_ADJ opmærksomhed_NOUN	A2.2
få_VERB det_PRON bedre_ADJ	B2
få_VERB det_DET blå_ADJ stempel_NOUN	A1.5.2
få_VERB det_PRON dårligt_ADJ	B3
få_VERB det_PRON skriftligt_ADJ	Q1.2
få_VERB dækket_VERB behovet_NOUN	E4.2
få_VERB dødsstødet_ADV	Z3
få_VERB dårlige_ADJ karakterer_NOUN	P1
få_VERB ekstra_ADJ i_ADP posen_NOUN	I1.1
få_VERB en_DET afklapsning_NOUN	T2
få_VERB en_DET appelsin_NOUN i_ADP turbanen_NOUN	S5
få_VERB en_DET brat_ADJ afslutning_NOUN	Z3
få_VERB en_DET drejning_NOUN	A1.1.1
få_VERB en_DET ende_NOUN	Z3
få_VERB en_DET forskrækkelse_NOUN	E1
få_VERB en_DET indskydelse_NOUN	M1
få_VERB en_DET kold_ADJ skulder_NOUN	A3
få_VERB en_DET kæreste_NOUN	T2
få_VERB en_DET lang_ADJ næse_NOUN	X9.2
få_VERB en_DET lille_ADJ	A9
få_VERB en_DET lille_ADJ skid_NOUN på_ADP	B1
få_VERB en_DET lykkelig_ADJ udgang_NOUN	X9.2
få_VERB en_DET mand_NOUN	T2
få_VERB en_DET medalje_NOUN	T2
få_VERB en_DET ny_ADJ kone_NOUN	T2
få_VERB en_DET placering_NOUN som_ADP	T2
få_VERB en_DET pludselig_ADV indskydelse_NOUN	M1
få_VERB en_DET prop_NOUN	E1
få_VERB en_PRON på_ADP frakken_NOUN	Z5
få_VERB en_DET renæssance_NOUN	Z3
få_VERB en_DET revival_NOUN	Z3
få_VERB en_DET skid_NOUN på_ADP	B1
få_VERB en_DET sludder_NOUN	Q2.1
få_VERB en_DET snitter_NOUN	T2
få_VERB en_DET sæk_NOUN	T2
få_VERB en_DET tilbagemelding_NOUN	Q2.1
få_VERB en_DET tjans_NOUN	Q2.1
få_VERB en_DET tudse_NOUN i_ADP halsen_NOUN	Q2.1
få_VERB en_DET tår_NOUN over_ADP tørsten_NOUN	B1
få_VERB enden_NOUN på_ADP komedie_NOUN	Z5
få_VERB enderne_NOUN til_ADP at_PART nå_VERB sammen_ADV	E4.2
få_VERB et_DET afklaret_ADJ forhold_NOUN til_ADP	X6
få_VERB et_DET brev_NOUN	Q2.1
få_VERB et_DET comeback_NOUN	Z3
få_VERB et_DET efterspil_NOUN	X7
få_VERB et_DET flip_NOUN	X9.2
få_VERB et_DET føl_NOUN	E1
få_VERB et_PRON føl_ADV på_ADP tværs_ADV	E1
få_VERB et_DET lille_ADJ indblik_NOUN	A9
få_VERB et_DET ord_NOUN med_ADV på_ADP vejen_NOUN	P1
få_VERB et_DET praj_ADJ	O4.2
få_VERB et_DET praj_NOUN om_ADP	O4.2
få_VERB et_DET rush_NOUN	E1
få_VERB et_DET tilbagefald_NOUN	B3
få_VERB et_DET tip_ADJ	Q2.1
få_VERB fat_ADV i_ADP	Q2.2
få_VERB fingre_NOUN i_ADP	A9
få_VERB fingrene_NOUN i_ADP	A9
få_VERB fingrene_NOUN i_ADP fedtefadet_NOUN	X9.2
få_VERB fisse_ADJ	S2
få_VERB foden_NOUN indenfor_ADP	I3.1
få_VERB foden_NOUN under_ADP eget_ADJ bord_NOUN	H1
få_VERB fortalt_VERB	Q2.1
få_VERB fred_NOUN	L1
få_VERB frie_ADJ hænder_NOUN til_ADP	X9.1
få_VERB frisk_ADJ luft_NOUN	B1
få_VERB frit_ADV slag_NOUN til_ADP	X9.1
få_VERB fuld_ADJ valuta_NOUN for_ADP pengene_NOUN	Z5
få_VERB færten_NOUN af_ADP	X2.4
få_ADJ følger_VERB	X7
få_VERB gaflen_NOUN i_ADP	A9
få_VERB gang_NOUN i_ADP nogen_PRON	E1
få_ADJ gaver_NOUN	A9
få_VERB gavn_NOUN af_ADP	X9.2
få_VERB gode_ADJ karakterer_NOUN	P1
få_VERB griller_NOUN	B5
få_VERB gæster_NOUN	A9
få_VERB gæster_NOUN på_ADP besøg_NOUN	A9
få_VERB gæster_NOUN til_ADP middag_NOUN	A9
få_VERB gåsehud_NOUN	E1
få_VERB gåsehud_NOUN over_ADP hele_ADJ kroppen_NOUN	E1
få_VERB has_NOUN på_ADP	X6
få_VERB hjælp_NOUN	S8
få_VERB hul_NOUN på_ADP bylden_NOUN	X6
få_VERB i_ADP gang_NOUN	A1.1.1
få_VERB i_ADP hus_NOUN	A9
få_ADJ i_ADP hænde_NOUN	A9
få_VERB i_ADP land_NOUN	A9
få_VERB i_ADP opdrag_NOUN at_PART	Q2.1
få_VERB i_ADP sin_DET varetægt_NOUN	A9
få_VERB i_ADP snak_NOUN	Q2.1
få_VERB i_ADP stand_NOUN	A1.1.1
få_VERB i_ADP tale_NOUN	Q2.2
få_VERB ind_ADV	I1.1
få_VERB ind_ADV i_ADP hovedet_NOUN	O4.2
få_VERB indblik_NOUN i_ADP	A9
få_VERB indrømmelser_NOUN	Q2.1
få_VERB kam_NOUN til_ADP sit_DET hår_NOUN	A12
få_VERB karakter_NOUN af_ADP	M1
få_VERB kendskab_NOUN til_ADP	O4.2
få_VERB kig_PROPN på_ADP	X7
få_VERB klarhed_NOUN over_ADP	O4.2
få_VERB klø_NOUN	Z5
få_VERB knubs_NOUN	B3
få_VERB kolde_ADJ fødder_NOUN	A7
få_VERB konkurrence_NOUN	K1
få_VERB krammet_NOUN på_ADP	E1
få_ADJ kvalme_PROPN	B3
få_VERB lagt_VERB et_DET horoskop_NOUN	S9
få_VERB lammetæv_NOUN	T2
få_VERB lavet_VERB ude_ADV i_ADP byen_NOUN	S7.1
få_VERB lidt_ADV at_PART tænke_VERB over_ADP	X2.1
få_VERB lovning_NOUN på_ADP	A3
få_VERB luft_NOUN	B1
få_VERB luft_NOUN for_ADP sin_DET vrede_ADJ	X2.1
få_VERB luft_NOUN for_ADP sine_DET følelser_NOUN	Q1.1
få_VERB lykken_NOUN med_ADP sig_PRON	S5
få_VERB læst_VERB lektien_NOUN	P1
få_VERB læst_VERB og_CCONJ påskrevet_VERB	P1
få_VERB løn_NOUN som_ADP forskyldt_VERB	A12
få_VERB løst_VERB	X6
få_VERB magt_NOUN som_ADP man_PRON har_VERB agt_NOUN	E1
få_VERB med_ADP nogen_PRON at_PART bestille_ADJ	Z5
få_VERB med_ADP nogen_PRON at_PART gøre_VERB	Z5
få_VERB meget_ADJ for_ADP pengene_NOUN	A2.2
få_VERB mere_ADJ i_ADP posen_NOUN	I1.1
få_VERB motion_NOUN	S5
få_VERB mulighed_NOUN for_ADP	X9.1
få_VERB munden_NOUN på_ADP gled_NOUN	A10
få_VERB ned_ADV med_ADP nakken_NOUN	X3.2
få_VERB neglene_NOUN i_ADP	A9
få_VERB nogen_PRON på_ADP nakken_NOUN	X2.1
få_VERB nogens_NOUN fulde_ADJ opmærksomhed_NOUN	A2.2
få_VERB noget_PRON (_PUNCT for_ADP noget_PRON )_PUNCT	A3
få_VERB noget_PRON at_PART drikke_VERB	B1
få_VERB noget_PRON at_PART spise_VERB	B1
få_VERB noget_PRON at_PART tænke_VERB over_ADP	X2.1
få_VERB noget_PRON fra_ADP hånden_NOUN	I3.1
få_VERB noget_PRON galt_ADJ i_ADP halsen_NOUN	A14
få_VERB noget_PRON i_ADP kassen_NOUN	A1.1.1
få_VERB noget_PRON i_ADP skrutten_NOUN	B1
få_VERB noget_PRON i_ADP skuffen_NOUN	B1
få_VERB noget_PRON inden_ADV for_ADP vesten_NOUN	B1
få_VERB noget_PRON indenbords_X	B1
få_VERB noget_PRON med_ADV på_ADP vejen_NOUN	P1
få_VERB noget_PRON på_ADP nakken_NOUN	X2.1
få_VERB noget_PRON ud_ADV af_ADP det_PRON	O4.2
få_VERB nogle_PRON på_ADP frakken_NOUN	Z5
få_ADJ nykker_NOUN	B5
få_VERB nådestødet_NOUN	L1
få_VERB op_ADV at_PART stå_VERB	X7
få_VERB op_ADV under_ADP neglene_NOUN	G2.1
få_VERB opbakning_NOUN	X2.1
få_ADJ oplysninger_NOUN	Q2.2
få_VERB opsporet_NOUN	O4.2
få_VERB opstød_NOUN	B1
få_VERB ordene_NOUN frem_ADV	Q2.1
få_VERB orgasme_NOUN	S2
få_VERB overhånd_NOUN	N5.2
få_VERB overtaget_VERB	T2
få_VERB papir_NOUN på_ADP	P1
få_VERB papir_NOUN på_ADP hinanden_PRON	T2
få_VERB pip_NOUN	B3
få_VERB pizza_NOUN til_ADP aften_NOUN	B1
få_ADJ problemer_NOUN	A12
få_VERB pusten_NOUN	B2
få_VERB pusten_NOUN igen_ADV	B2
få_VERB på_ADP afstand_NOUN	M1
få_VERB på_ADP benene_NOUN	X7
få_VERB på_ADP gaflen_NOUN	A9
få_VERB på_ADP hattepulden_NOUN	X2.1
få_VERB på_ADP puklen_NOUN	X2.1
få_VERB på_ADP ret_ADJ køl_NOUN	S8
få_VERB ram_NOUN på_ADP	Z5
få_VERB respit_ADJ	A2.1
få_VERB revanche_NOUN	E3
få_VERB rig_ADJ lejlighed_NOUN til_ADP	X9.1
få_VERB ro_NOUN	A2.2
få_VERB rørt_VERB lattermusklerne_NOUN	A1.1.1
få_VERB røvfuld_NOUN	T2
få_VERB råd_NOUN	A9
få_VERB sandheden_NOUN at_PART vide_VERB	O4.2
få_VERB selskab_NOUN af_ADP	A9
få_VERB sig_PRON	A9
få_VERB sig_PRON en_DET lur_NOUN	B1
få_VERB sig_PRON en_DET sludder_NOUN	Q2.1
få_VERB sig_PRON en_DET svingom_ADJ	S5
få_VERB sig_PRON et_DET billigt_ADJ grin_NOUN	S1.1.1
få_VERB sig_PRON noget_DET mad_NOUN	B1
få_VERB sin_DET bekomst_NOUN	Z5
få_VERB sin_DET ilddåb_NOUN	S8
få_VERB sin_DET sag_NOUN for_ADP	A12
få_VERB sin_DET skønhedssøvn_NOUN	B1
få_VERB sit_DET eget_ADJ	H1
få_VERB skabt_VERB	X7
få_VERB skik_NOUN på_ADP	S7.1
få_VERB skovlen_NOUN under_ADP	X3.2
få_VERB stillingen_NOUN	A9
få_VERB stoppet_NOUN	A1.1.1
få_VERB stær_PROPN i_ADP kassen_NOUN	A9
få_VERB sul_NOUN på_ADP kroppen_NOUN	Z5
få_ADJ svar_NOUN	Q2.1
få_VERB svar_NOUN på_ADP	Q2.1
få_VERB sved_NOUN på_ADP panden_NOUN	B1
få_VERB svesken_NOUN på_ADP disken_NOUN	Q2.1
få_VERB svært_ADV ved_ADP	A12
få_VERB syn_NOUN for_ADP sagen_NOUN	A7
få_VERB syn_NOUN for_ADP sagn_NOUN	A7
få_VERB søvn_NOUN i_ADP øjnene_NOUN	B1
få_VERB så_ADV hatten_NOUN passer_VERB	X2.1
få_VERB tiden_NOUN til_ADP at_PART gå_VERB med_ADP	A1.1.1
få_VERB til_ADP at_PART løbe_VERB rundt_ADV	I1.1
få_VERB til_ADP at_PART stoppe_VERB	S8
få_VERB til_ADP låns_NOUN	A9
få_VERB til_ADP opgave_NOUN	Q2.1
få_VERB tilbudt_ADJ et_DET job_NOUN	A9
få_VERB tilfredsstillet_VERB sin_DET sult_NOUN	B1
få_VERB tilsagn_NOUN om_ADP at_PART	A3
få_VERB travlt_ADV	A1.1.1
få_VERB tungen_NOUN på_ADP gled_NOUN	A10
få_ADJ tvillinger_NOUN	A9
få_VERB tæsk_NOUN	Z5
få_VERB ud_ADV af_ADP verden_NOUN	X6
få_VERB udbytte_NOUN af_ADP	Z5
få_VERB uddybet_VERB svaret_NOUN	Q2.1
få_VERB udleveret_VERB	A9
få_VERB udløsning_NOUN	S2
få_VERB undervisning_NOUN	P1
få_ADJ unger_NOUN	A9
få_VERB uret_VERB	X9.2
få_VERB valuta_NOUN for_ADP pengene_NOUN	Z5
få_VERB varmen_NOUN	X4.1
få_VERB vind_NOUN i_ADP sejlene_NOUN	S5
få_VERB øje_NOUN på_ADP	X4.1
få_VERB øjne_NOUN	B1
få_VERB øjnene_NOUN op_ADV for_ADP	X2.2
få_VERB ørerne_NOUN i_ADP maskinen_NOUN	A12
gabe_VERB kæberne_NOUN af_ADP led_NOUN	A1.1.1
gabe_NOUN over_ADP	X7
gafle_NOUN i_ADP sig_PRON	B1
gamle_ADJ vejrvarsler_NOUN	Q2.2
gang_NOUN i_ADP den_DET	A1.1.1
gang_NOUN i_ADP løjerne_NOUN	A1.1.1
gange_NOUN op_ADV	N5
gardere_VERB sig_PRON	A1.1.1
gardere_VERB sig_PRON mod_ADP	S8
gasse_NOUN op_ADV	A1.1.1
geare_VERB ned_ADV	A1.1.1
geare_VERB op_ADV	A1.1.1
gebærde_VERB sig_PRON	A1.1.1
gejle_VERB op_ADV	S2
gemme_ADJ på_ADP	Z5
gemme_VERB sig_PRON	S8
gemme_VERB sig_PRON bag_ADP	W1
gemme_VERB sig_PRON bag_ADP en_DET facade_NOUN	I1.3
gemme_VERB sig_PRON bag_ADP en_DET maske_NOUN	I1.3
gemme_VERB sig_PRON under_ADP	W1
gemme_ADJ til_ADP senere_ADV	A2.1
gemme_ADJ væk_ADV /_X bort_X	A10
genanvendelse_NOUN af_ADP affald_NOUN	A1.5.1
genbesætte_VERB stillingen_NOUN	I2.2
genfinde_VERB sig_PRON selv_PRON	B2
gengælde_X den_DET store_ADJ gæstfrihed_NOUN	E3
genkalde_VERB sig_PRON	X2.2
gennembryde_VERB lydmuren_NOUN	A1.1.1
gennemføre_ADJ besparelser_NOUN	Z5
gennemføre_VERB en_DET reform_NOUN	Z5
gennemføre_VERB en_DET uddannelse_NOUN	P1
gennemføre_VERB graviditeten_NOUN	A9
gennemføre_VERB samleje_NOUN	S2
gennemføre_VERB svangerskabet_NOUN	A9
gennemgribende_ADJ reform_NOUN	G2.1
gennemgå_VERB (_PUNCT for_ADP )_PUNCT	P1
gennemgå_VERB en_DET forvandling_NOUN	A1.1.1
gennemskue_NOUN nogen_PRON	O4.2
gennemspillet_ADJ angreb_NOUN	K5.1
genoprette_ADJ ro_NOUN og_CCONJ orden_NOUN	X2.4
genoptage_VERB arbejdet_NOUN	B2
gensidig_ADJ forståelse_NOUN	S1.1.3
gentage_VERB sig_PRON selv_PRON	Q2.1
gentage_VERB succesen_NOUN	A1.1.1
gentage_VERB til_ADP bevidstløshed_NOUN	Q2.1
genvinde_ADJ fatningen_NOUN	S5
genvinde_VERB titlen_NOUN	T2
gerere_ADV sig_PRON	A1.1.1
gerne_ADV se_VERB at_PART	X7
gerne_ADV ville_AUX	X7
gerne_ADV ville_AUX have_VERB	X7
gifte_VERB bort_ADV	T2
gifte_VERB nogen_DET	T2
gifte_VERB sig_PRON ind_ADV i_ADP	T2
gifte_VERB sig_PRON med_ADP	T2
gifte_VERB sig_PRON til_ADP	T2
gifte_VERB sig_PRON til_ADP penge_NOUN	I1.1
gitre_NOUN inde_ADV	G2.1
giv_VERB mig_PRON et_DET kald_NOUN	Q2.2
give_VERB afkald_NOUN på_ADP	A1.9
give_VERB agt_NOUN på_ADP	X5.1
give_VERB aktiv_ADJ dødshjælp_NOUN	L1
give_VERB anledning_NOUN til_ADP eftertanke_NOUN	A2.2
give_VERB ar_PRON på_ADP sjælen_NOUN	A2.2
give_VERB baghjul_NOUN	X3.2
give_VERB bagslag_NOUN	Z5
give_VERB besked_NOUN	Q2.2
give_VERB beskyttelse_NOUN	S8
give_VERB bolden_NOUN op_ADV	A1.1.1
give_VERB bort_ADV	A9
give_VERB bøllebank_NOUN	T2
give_VERB den_DET en_DET ekstra_ADJ spand_NOUN kul_ADJ	X7
give_VERB den_PRON en_DET skalle_NOUN	A1.1.1
give_VERB den_DET en_DET spand_NOUN kul_ADJ	X7
give_VERB den_DET en_DET tand_NOUN ekstra_ADJ	X7
give_VERB den_DET en_DET tand_NOUN mere_ADV	X7
give_VERB den_DET en_DET tand_NOUN til_ADP	X7
give_VERB den_DET gas_NOUN	X7
give_VERB den_DET hele_ADJ armen_NOUN	X7
give_VERB den_PRON i_ADP rollen_NOUN som_ADP	K4
give_VERB den_DET kolde_ADJ skulder_NOUN	A3
give_VERB den_PRON med_ADP /_X i_ADP	K4
give_VERB den_PRON som_ADP	B5
give_VERB dispensation_NOUN	S7.4
give_VERB dødsstødet_ADV	Z5
give_VERB efter_ADP	M2
give_VERB ekko_NOUN	A1.1.1
give_VERB en_DET chance_NOUN	S8
give_VERB en_DET forskrækkelse_NOUN	A2.2
give_VERB en_DET god_ADJ dag_NOUN i_ADP	X5.1
give_VERB en_DET god_ADJ dag_NOUN i_ADP noget_PRON	X5.1
give_VERB en_DET hjælpende_VERB hånd_NOUN	S8
give_VERB en_DET hånd_NOUN med_ADP	S8
give_VERB en_DET håndsrækning_NOUN	S8
give_VERB en_DET kold_ADJ skulder_NOUN	A3
give_VERB en_DET koncert_NOUN	K4
give_VERB en_DET lyd_NOUN fra_ADP sig_PRON	A1.1.1
give_VERB en_DET omgang_NOUN	A9
give_VERB en_DET overhaling_NOUN	Z5
give_VERB en_DET påtale_NOUN	X2.1
give_VERB en_DET tilbagemelding_NOUN	Q2.1
give_VERB en_DET udtalelse_NOUN	Q2.1
give_VERB en_DET undskyldning_NOUN	G2.2
give_VERB en_DET økonomisk_ADJ indsprøjtning_NOUN	A9
give_VERB et_DET billede_NOUN af_ADP	X9.2
give_VERB et_DET interview_NOUN	Q2.1
give_VERB et_DET kald_NOUN	Q2.2
give_VERB et_DET kast_NOUN med_ADP hovedet_NOUN	B1
give_VERB et_DET kick_NOUN	A2.2
give_VERB et_DET klap_NOUN på_ADP skulderen_NOUN	Q1.1
give_VERB et_DET levende_ADJ billede_NOUN af_ADP	A2.2
give_VERB et_DET levende_ADJ indtryk_NOUN	A2.2
give_VERB et_DET lift_NOUN	S8
give_VERB et_DET løfte_NOUN	S6
give_VERB et_DET nap_NOUN	S8
give_VERB et_DET nap_NOUN med_ADP	S8
give_VERB et_DET nummer_NOUN	K4
give_VERB et_DET praj_NOUN	X9.2
give_VERB et_DET skrig_NOUN fra_ADP sig_PRON	A1.1.1
give_VERB et_DET skub_NOUN	E1
give_VERB et_DET spjæt_NOUN	B1
give_VERB et_DET tip_ADV	X9.2
give_VERB fanden_NOUN i_ADP	X5.1
give_VERB fortabt_VERB	A9
give_VERB fra_ADP sig_PRON	A9
give_VERB frie_ADJ hænder_NOUN	S8
give_VERB følelserne_NOUN frit_ADV løb_VERB	Q1.1
give_VERB gas_NOUN	A1.1.1
give_VERB gaver_NOUN	A9
give_VERB genklang_ADJ	A2.2
give_VERB genlyd_NOUN	A1.1.1
give_VERB grå_ADJ hår_NOUN i_ADP hovedet_NOUN	A2.2
give_VERB henstand_NOUN	A2.1
give_VERB horn_NOUN i_ADP panden_NOUN	S2
give_VERB husly_NOUN	A9
give_VERB hånd_NOUN på_ADP	S6
give_VERB hånd_NOUN på_ADP noget_PRON	Q1.1
give_VERB hånden_NOUN til_ADP farvel_NOUN	A2.1
give_VERB håndslag_NOUN (_PUNCT på_ADP noget_PRON )_PUNCT	A1.1.1
give_VERB håndslag_NOUN på_ADP	S6
give_VERB igen_ADV	Q2.1
give_VERB igen_ADV af_ADP samme_ADJ skuffe_NOUN	Q2.1
give_VERB igen_ADV med_ADP samme_ADJ mønt_NOUN	E3
give_VERB indrømmelser_NOUN	Q2.1
give_VERB interview_NOUN	Q2.1
give_VERB klø_NOUN	Z5
give_VERB kniven_NOUN	X2.1
give_VERB koncert_NOUN	K4
give_VERB kort_ADJ	K5.1
give_VERB køb_NOUN	S9
give_VERB kød_NOUN og_CCONJ blod_NOUN	X7
give_VERB luft_NOUN	Q1.1
give_VERB luft_NOUN for_ADP sin_DET vrede_ADJ	Q1.1
give_VERB lyd_NOUN fra_ADP sig_PRON	Q2.2
give_VERB med_ADP grovfilen_NOUN	X2.1
give_VERB merit_ADJ	Z1
give_VERB mundkurv_NOUN på_ADP	X3.2
give_VERB nogen_DET blod_NOUN på_ADP tanden_NOUN	E1
give_VERB nogen_DET sit_DET hjerte_NOUN	T2
give_VERB nogen_PRON tørt_VERB på_ADP	X2.1
give_VERB noget_DET beroligende_ADJ	B3
give_VERB noget_PRON til_ADP bedste_ADJ	K4
give_VERB nådestødet_NOUN	L1
give_VERB og_CCONJ tage_VERB	S9
give_VERB ondt_ADV af_ADP sig_PRON	A1.1.1
give_VERB respit_ADJ	A2.1
give_VERB resultater_NOUN	Z5
give_VERB rollen_NOUN som_ADP	K4
give_VERB råd_NOUN	X8
give_VERB sig_PRON	N3.2
give_VERB sig_PRON af_ADP med_ADP	X7
give_VERB sig_PRON fortabt_VERB	A9
give_VERB sig_PRON god_ADJ tid_NOUN	A1.1.1
give_VERB sig_PRON hen_ADV	S2
give_VERB sig_PRON i_ADP færd_NOUN med_ADP	A1.1.1
give_VERB sig_PRON i_ADP kast_NOUN med_ADP	A1.1.1
give_VERB sig_PRON i_ADP lag_NOUN med_ADP	A1.1.1
give_VERB sig_PRON i_ADP snak_NOUN med_ADP	Q2.1
give_VERB sig_PRON ind_ADV under_ADP	K2
give_VERB sig_PRON tid_NOUN til_ADP	A1.1.1
give_VERB sig_PRON til_ADP kende_ADJ	Q1.1
give_VERB sin_DET harme_NOUN luft_NOUN	Q2.2
give_VERB sin_DET mening_NOUN til_ADP kende_VERB	Q2.1
give_VERB sin_DET tilslutning_NOUN	A3
give_VERB sine_DET følelser_NOUN frit_ADV løb_VERB	Q1.1
give_VERB sit_DET besyv_NOUN med_ADP	S1.1.3
give_VERB sit_DET ord_NOUN	S6
give_VERB slip_X	A1.1.2
give_VERB startskuddet_NOUN	A1.1.1
give_VERB svar_NOUN på_ADP tiltale_ADJ	G2.2
give_VERB sår_NOUN på_ADP sjælen_NOUN	A2.2
give_VERB tegn_NOUN	Q1.1
give_VERB til_ADP kende_VERB at_SCONJ	Q2.1
give_VERB tilsagn_NOUN	S6
give_VERB tonen_NOUN an_ADV	S7.1
give_VERB tøj_NOUN på_ADP	S8
give_VERB tårerne_NOUN frit_ADV løb_VERB	Q1.1
give_VERB udtryk_NOUN	Q1.1
give_VERB udtryk_NOUN for_ADP at_PART	Q2.1
